"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/001601","1","Tracking progress against Poverty Reduction Stratergy Paper III","2012-10-25","start-actual","2013-04-30","","Department for International Development (DFID)","GBR","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2013","31314.0","31314.0"
"SL/001602","1","Three towns water supply and sanitation","2011-08-18","start-actual","2015-12-31","","OPEC|African Development Bank (AfDB)","DAC","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Implementation","2011","2015","47489307.0","27674545.0"
"SL/001603","1","ECONOMIC GOVERNANCE REFORM PROGRAM","2011-11-28","start-actual","2012-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2011","2012","15348100.0","6139240.0"
"SL/001604","1","PUBLIC FINANCIAL MANAGEMENT AND BUSINESS ENABELING SUPPORT PROJECT","2011-11-15","start-actual","2014-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Implementation","2011","2014","7233556.0","1915743.0"
"SL/001605","1","Local Integration of Liberian Refugees in Sierra Leone","2011-01-01","start-actual","2011-12-31","","UNHCR","DAC","Sierra Leone","SLE","311|160","Agriculture|Other Social Infrastructure and Services","31120|16030","Agricultural development|Housing policy and administrative management","Completion","2011","2011","1304116.0","1304116.0"
"SL/001606","1","Local Integration of Liberian refugees and Asylum Seekers in Sierra leone 1","2012-01-01","start-actual","2013-12-31","","UNHCR","DAC","Sierra Leone","SLE","311|160","Agriculture|Other Social Infrastructure and Services","31120|16030","Agricultural development|Housing policy and administrative management","Implementation","2012","2013","1392629.0","1392629.0"
"SL/001607","1","Implementation of the NSP in Sierra Leone","2011-01-01","start-actual","2015-12-31","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2011","2015","25000.0","25000.0"
"SL/001608","1","Advocacy for the Advancement of Women's Right in Sierra Leone","2010-03-16","start-actual","2010-03-27","","UNWOMEN","DAC","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2010","2010","13943.0","13943.0"
"SL/001609","1","Capacity Building on Economic Development and Public Financial Management","2013-08-20","start-actual","2014-03-20","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2013","2014","25306.0",""
"SL/001610","1","Project for urgent Improvement of Electric Power Supply System in Freetown","2013-05-22","start-actual","2016-03-31","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Implementation","2013","2016","4957986.0",""
"SL/001611","1","Sierra Leone Infrastructure Development Fund","2011-11-15","start-actual","2015-05-14","","World Bank","DAC","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Implementation","2011","2015","278454.0","278454.0"
"SL/001612","1","Project for the Construction of Lei Junior Secondary School","2012-03-01","start-actual","2013-08-30","","Government of Japan","JPN","Sierra Leone","SLE","111","Education, level unspecified","11120","Education facilities and training","Implementation","2012","2013","106074.0","106074.0"
"SL/001613","1","Sierra Leone Artisanal Mining Community Development and Sustainable Livelihood","2011-08-28","start-actual","2015-07-28","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2011","2015","2007731.0","2007731.0"
"SL/001614","1","Sierra Leone-Rapid Response Growth Poles","2010-10-28","start-actual","2014-12-01","","World Bank","DAC","Sierra Leone","SLE","331","Trade Policy and Regulations","33105","Trade policy and regulations,purpose unspecified","Implementation","2010","2014","1827073.0","1827073.0"
"SL/001615","1","Sierra Leone - Financial Sector Development Plan Support Project","2011-05-07","start-actual","2015-12-31","","World Bank","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Implementation","2011","2015","438000.0","438000.0"
"SL/001616","1","Wetlands Conservation Project","2011-04-24","start-actual","2015-06-30","","World Bank","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2011","2015","298411.0","298411.0"
"SL/001617","1","Advancing Implementation of the Recommendations of the Truth and Reconciliation Commission on Gender Equality in Sierra Leone","2010-12-10","start-actual","2011-07-31","","UNWOMEN","DAC","Sierra Leone","SLE","151","Government and civil society, general","15130","Legal and judicial development","Completion","2010","2011","15319.0","15319.0"
"SL/001618","1","Training of Young Girls in Creative Arts","2010-12-10","start-actual","2011-06-30","","UNWOMEN","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2010","2011","27507.0","27507.0"
"SL/001619","1","Strengthening of Accounting Profession in Sierra Leone","2012-07-04","start-actual","2015-07-04","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2012","2015","183391.0","183391.0"
"SL/001620","0","West Africa Agricultural Productivity Program APl (WAAPP-1C)","2011-12-21","start-actual","2016-06-30","","World Bank","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2011","2016","8837476.0","8837476.0"
"SL/001621","1","Sierra Leone Technical Advisory Facility","2011-07-06","start-actual","2014-06-30","","World Bank","DAC","Sierra Leone","SLE","322","Mineral Resources and Mining","32205","Mineral resources and mining,purpose unspecifie","Implementation","2011","2014","529723.0","529723.0"
"SL/001622","1","Institutional Capacity Building for combating Corruption in Sierra Leone","2010-03-16","start-actual","2014-03-15","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2010","2014","506520.0","506520.0"
"SL/001623","1","Country Programme 200336","2013-01-01","start-actual","2014-12-31","","World Food Programme (WFP)","DAC","Sierra Leone","SLE","998|112|122","Unallocated / Unspecified|Basic education|Basic health","99810|11220|12240","Sectors not specified|Primary education|Basic nutrition","Implementation","2013","2014","",""
"SL/001624","0","West Africa Regional Fisheries Program","2010-08-17","start-actual","2014-12-15","","World Bank","DAC","Sierra Leone","SLE","313","Fishing","31320","Fishery development","Implementation","2010","2014","6573727.0","6573727.0"
"SL/001625","1","National Nutrition Programme","2012-01-09","start-actual","2015-08-31","","Irish Aid","IRL","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2012","2015","832859.0","832859.0"
"SL/001627","1","National Nutrition Programme","2012-01-01","start-actual","2014-12-31","","Irish Aid","IRL","Sierra Leone","SLE","122","Basic health","12240","Basic nutrition","","2012","2014","5133066.0","5133066.0"
"SL/001628","1","National Nutrition Programme","2012-10-01","start-actual","2015-12-31","","Irish Aid","IRL","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2012","2015","627374.0","568969.0"
"SL/001629","1","Integrating Adaptation to Climate Change into Agricultural Production and Food Security","2011-05-01","start-actual","2015-05-31","","IFAD","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2011","2015","2644800.0","330600.0"
"SL/001630","1","Support To ACC's Strategic Plan","2012-04-01","start-actual","2013-12-31","","Irish Aid","IRL","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2013","257297.0","257297.0"
"SL/001631","1","Improving the Rule of Lawand Access to Justice in Sierra Leone","2013-01-01","start-actual","2014-12-31","","Irish Aid","IRL","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Implementation","2013","2014","1.0","1.0"
"SL/001633","1","Country Programme-105840(2010-12)","2010-07-01","start-actual","2012-12-31","","World Food Programme (WFP)","DAC","Sierra Leone","SLE","122|112|130","Basic health|Basic education|Population Policies / Programmes and Reproductive Health","12240|11220|13040","Basic nutrition|Primary education|STD control including HIV/AIDS","Completion","2010","2012","",""
"SL/001634","1","PLHIV Livelihood Programme","2012-01-01","start-actual","2013-03-31","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2012","2013","251678.0","139307.0"
"SL/001635","1","Support to UNAIDS Country Office Coordination","2012-01-01","start-actual","2013-03-31","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2012","2013","217390.0","188549.0"
"SL/001636","1","Agenda for Women and Girls","2012-01-01","start-actual","2013-03-31","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2012","2013","47275.0","47136.0"
"SL/001638","1","Strategic Information for Planning","2012-01-01","start-actual","2013-03-31","","UNAIDS","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2012","2013","115366.0","115289.0"
"SL/001639","1","Strengthening the Coordination role of NAS","2012-01-01","start-actual","2013-03-31","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2012","2013","170349.0","124950.0"
"SL/001640","1","Implementation of the Solar Street Light in Freetown and 33 Municipilaties in Sierra Leone","2012-01-15","start-actual","2014-12-13","","ECOWAS Bank for Investment and Development (EBID)","DAC","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Implementation","2012","2014","14454883.0","14454883.0"
"SL/001641","1","Modernization of Sierratel","2012-08-13","start-actual","2014-08-11","","ECOWAS Bank for Investment and Development (EBID)","DAC","Sierra Leone","SLE","250","Business and Other Services","25010","Business support services and institutions","Completion","2012","2014","18815467.0","18815467.0"
"SL/001642","1","All Pikin fo Liv (Child Survival) Project","2011-10-01","start-actual","2016-09-30","","USAID","USA","Sierra Leone","SLE","122|122|122|130","Basic health|Basic health|Basic health|Population Policies / Programmes and Reproductive Health","12261|12250|12281|13020","Health education|Infectious & Parasitic disease control|Health personnel development|Reproductive health care","Implementation","2011","2016","752544.0","752544.0"
"SL/001643","1","Sercice Contract for Medical Stores","2012-01-25","start-actual","2012-03-22","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2012","2012","15052.0","15052.0"
"SL/001644","1","Safe Drinking Water - ACF","2012-05-15","start-actual","2012-07-05","","European Union (EU)","DAC","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Completion","2012","2012","396901.0","396901.0"
"SL/001645","1","Action Contre La Faim","2012-05-15","start-actual","2012-07-11","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2012","2012","633025.0","633025.0"
"SL/001646","1","Service Contract - Techsult: Songo - Moyamba - Road","2012-04-12","start-actual","2012-04-26","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2012","23568.0","23568.0"
"SL/001647","1","Fiancial Audit of 5 Contracts","2012-01-09","start-actual","2012-01-18","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","31686.0","31686.0"
"SL/001648","1","Technical Audit of the Masiaka-Bo and Freetown-Conakry Road Construction Project","2012-04-25","start-actual","2012-10-30","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2012","2012","71486.0","71486.0"
"SL/001649","1","Works Contract - BAO Limited","2012-07-05","start-actual","2012-08-30","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16030","Housing policy and administrative management","Completion","2012","2012","194479.0","194479.0"
"SL/001650","1","Works Contract-BFS Consortium/Port Loko Lot 1","2010-05-06","start-actual","2012-12-24","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","155749.0","155749.0"
"SL/001651","1","Works Contract - Landmark Construction/Kambia","2010-05-06","start-actual","2012-12-13","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","115479.0","115479.0"
"SL/001652","1","Works Contract - Bullom/Pujehun Lot 1","2010-05-06","start-actual","2012-12-13","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","91090.0","91090.0"
"SL/001653","1","Works Contract - Willoughb's/Pujehun Lot 2","2010-05-06","start-actual","2012-12-13","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","67344.0","65060.0"
"SL/001654","1","Works Contract - Sunshine Engineering/Port Loko Lot 2","2010-06-10","start-actual","2012-12-14","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","77373.0","77373.0"
"SL/001655","1","Works Contract - Bicostime SL/Kenema Lot 1","2010-06-29","start-actual","2012-12-14","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","54469.0","54469.0"
"SL/001656","1","Works Contract - Landmark Construction/Kambia Lot 2","2010-07-05","start-actual","2012-12-14","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2012","45127.0","45127.0"
"SL/001657","1","Scaling up Water and Sanitation capacities in Sierra Leone","2012-12-03","start-actual","2013-01-18","","European Union (EU)","DAC","Sierra Leone","SLE","140","Water Supply and Sanitation","14000","Water Supply and Sanitation, combination of purposes","Completion","2012","2013","203325.0","203325.0"
"SL/001658","1","Service Contract - GOPA Consultants","2010-05-06","start-actual","2012-06-05","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15141","Government administration","Completion","2010","2012","297255.0","297255.0"
"SL/001659","1","Financial Audit of 5 Contracts EDF 9(Ministry of Fisheries)","2012-01-09","start-actual","2012-01-18","","European Union (EU)","DAC","Sierra Leone","SLE","313","Fishing","31320","Fishery development","Completion","2012","2012","14158.0","14158.0"
"SL/001660","1","Addendum to Works Contract - Freetown - Conakry Highway","2012-12-21","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2012","2012","6237836.0","6237836.0"
"SL/001661","1","Financial Audit of 5 Contracts EDF 9 ( SLEIPA start up PE)","2012-01-09","start-actual","2012-06-27","","European Union (EU)","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2012","2012","14158.0","14158.0"
"SL/001662","1","Financial Audit of 5 Contracts EDF 9 (Ministry of Trade and Industry)","2012-01-09","start-actual","2012-01-18","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","14151.0","14151.0"
"SL/001663","1","Audit of Selected Grant Contracts under LRRD Project","2012-07-13","start-actual","2012-12-20","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","116983.0","116983.0"
"SL/001664","1","Construction of a Multi-Storey NAO Building","2012-12-12","start-actual","2013-12-12","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16030","Housing policy and administrative management","Implementation","2012","2013","317059.0","317059.0"
"SL/001665","1","Supply of Survey and Laboratory Equipments to the SLRA","2012-06-21","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2014","740440.0","740440.0"
"SL/001666","1","Rehabilitation/Extension of the SLRA Head Quarters Blackhall Road, Kissy, Freetown and Regional Offices in Bo, Kenema, Makeni and Port Loko","2012-05-29","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16030","Housing policy and administrative management","Implementation","2012","2014","264180.0","264180.0"
"SL/001667","1","Integrated Public Financial Management Reform Project","2012-06-20","start-actual","2012-09-13","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Completion","2012","2012","3859448.0","3859448.0"
"SL/001668","1","Multi Donor Budget Support(MDBS): Fixed and Variable Tranches 2012","2012-09-03","start-actual","2012-10-12","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Completion","2012","2012","16625011.0","16625011.0"
"SL/001669","1","Financial Audit of Outreach and Capacity Building Legacy Project with the Special Court for Sierra Leone","2012-08-14","start-actual","2013-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2013","36503.0","30411.0"
"SL/001670","1","Support to the Freetown City Council and Urban Planning Authorities","2012-08-22","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16030","Housing policy and administrative management","Completion","2012","2014","1205196.0","1207804.0"
"SL/001671","1","Financial Audit of 5 Contracts EDF 9 (COOPI)","2012-01-09","start-actual","2012-02-23","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","30258.0","30258.0"
"SL/001672","1","Preparation of Action Fiche and Financing Agreement for MDG Initiative in Sierra Leone (TFC 4)","2012-04-06","start-actual","2012-10-03","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Completion","2012","2012","34653.0","34653.0"
"SL/001673","1","Reconstruction/Rehabilitation of Moyamba - Moyamba Junction and Bridges","2012-04-12","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2012","2014","502598.0","502598.0"
"SL/001674","1","Second Technical Audit of Works Contract - Masiaka - Bo Road Project","2012-11-28","start-actual","2012-12-06","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","55080.0","55080.0"
"SL/001675","1","Design of Civil Service Training and Staff Development Plan","2012-11-23","start-actual","2012-12-07","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2012","138600.0","138600.0"
"SL/001676","1","Freetown Development Plan Project, Institutional Support to Freetown City Council and Urban Planning Authorities","2012-02-13","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2014","203496.0","203496.0"
"SL/001677","1","Freetown Development Plan Project, Institutional Support to the Ministry of Lands, Country Planning and Environmental and Urban Planning Authorities","2012-02-10","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2014","253467.0","253467.0"
"SL/001678","1","Rehabilitation and Maintenance of Makeni-Kabala Road and the widening/rehabilitation of 7 bridges on the Masiaka-Bo Highway","2012-07-30","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2014","7593913.0","7593913.0"
"SL/001679","1","Rehabilitation and Maintenance of the Urban Roads and Risk Mitigation works in Slum Areas","2012-07-30","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2014","6916724.0","6916724.0"
"SL/001680","1","Administration Agreement on Decentralised Service Delivery","2012-06-08","start-actual","2012-12-27","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2012","6252307.0","6252307.0"
"SL/001681","1","Technical Assistance for the Implementation of the Electoral Assistance Project","2012-01-31","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2014","181935.0","181935.0"
"SL/001683","1","Preparation of ToRs and Operational Manual for Environmental Governance and Mainstreaming Project","2012-03-06","start-actual","2012-08-19","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2012","75637.0","75637.0"
"SL/001684","1","Review of the Health Sector Interventions under the Non State Actors/Local Authorities in Development Thematic Programme in Sierra Leone","2012-09-04","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2012","2014","85997.0","85997.0"
"SL/001685","1","Mapping of Civil Society Organizations in Sierra Leone","2012-09-18","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Implementation","2012","2014","139249.0","139249.0"
"SL/001686","1","Road Infrastructure Program","2012-01-20","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2012","2014","1404841.0","1404841.0"
"SL/001687","1","Democracy and Human rights","2012-05-10","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","691254.0","691254.0"
"SL/001688","1","Nonstate Actors and Local Authorities","2010-03-31","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2010","2012","2372605.0","2372605.0"
"SL/001689","1","Redd + Capacity Building in Sierra Leone (MAFFS)","2012-09-05","start-actual","2013-09-05","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2012","2013","248226.0","248226.0"
"SL/001690","1","Community Based Improving of Returnees","2012-04-17","start-actual","2012-04-24","","European Union (EU)","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2012","2012","30258.0","30258.0"
"SL/001691","1","Sexual Reproductive Health Services","2012-04-10","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2012","2012","622481.0","622481.0"
"SL/001692","1","Strengthening of Civil Society Organizations in Sierra Leone","2012-06-01","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Completion","2012","2012","120483.0","120483.0"
"SL/001693","0","Nonstate Actors (Health)","2012-03-10","start-actual","2012-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2012","2012","1464369.0","1464369.0"
"SL/001694","1","Support for Teachers Record Management","2012-01-05","start-actual","2012-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Completion","2012","2012","1505526.0","1505526.0"
"SL/001695","1","Prevention and treatment of Obstetric","2013-05-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2013","48133.0","48133.0"
"SL/001696","1","Matotoka Yiye Road Rehabilitation","2013-11-30","start-actual","2014-12-29","","OPEC","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2013","2014","1650311.0","1650311.0"
"SL/001697","1","Direct Budget Support Programme for Macro-economic stabilization","2013-02-28","start-actual","2016-02-29","","European Union (EU)","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Implementation","2013","2016","37731320.0","15426629.0"
"SL/001698","1","Youth Employment and Empowerment","2011-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Implementation","2011","2013","4752116.0","4191791.0"
"SL/001699","1","Support to Media Development","2013-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","150","Government and civil society","15000","Government and civil society, combination of activities","Completion","2013","2013","296255.0","241850.0"
"SL/001700","1","Technical Assistance and Capacity Building. Extractive Industry and Government","2013-12-20","start-actual","2016-01-30","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Pipeline/identification","2013","2016","",""
"SL/001701","1","Technical Assistance and capacity Building. Ministry of Energy and MCC","2013-12-18","start-actual","2016-12-30","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Pipeline/identification","2013","2016","29954.0",""
"SL/001702","1","Technical Cooperation Facility (TCF) 4","2012-06-27","start-actual","2018-06-27","","European Union (EU)","DAC","Sierra Leone","SLE","510|151","General budget support|Government and civil society, general","51010|15141","General budget support|Government administration","Implementation","2012","2018","778725.0","736738.0"
"SL/001703","0","CLSG Sierra Leone","2013-11-06","start-actual","2018-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Pipeline/identification","2013","2018","",""
"SL/001704","1","Rural Water Supply and Sanitation Project","2013-10-22","start-actual","2018-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Pipeline/identification","2013","2018","",""
"SL/001705","1","Matotoka Sefadu Road Rehabilitation Project","2012-04-30","start-actual","2016-06-30","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2016","16102.0","4545.0"
"SL/001706","1","Central Bank of Sierra Leone","2011-11-30","start-actual","2015-01-13","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Implementation","2011","2015","71000.0","46000.0"
"SL/001707","1","Public Financial Management (PFM) and Business Enabling Support Projrct","2012-03-03","start-actual","2014-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Implementation","2012","2014","2209.0","1099.0"
"SL/001708","1","Integrated Bio-energy Project","2011-04-08","start-actual","2023-12-31","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Implementation","2011","2023","2410.0",""
"SL/001709","0","Developing Marine Protected Areas and an ecosystem management approach to fisheries in the Mano River Region with special focus on Sierra Leone and Liberia","2013-02-05","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","313","Fishing","31320","Fishery development","Implementation","2013","2014","197935.0","197935.0"
"SL/001710","1","Sustainable Agriculture Development in Koinadugu district","2013-03-02","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2013","2014","384719.0","384719.0"
"SL/001711","1","Enhancing Food Security and Development Opportunities for Disadvantaged Groups in Freetown by Supporting Technological Organization and Institutional Innovation in Urban Agriculture","2013-05-01","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2013","2014","420463.0","420463.0"
"SL/001712","1","Urban and Peri-urban safety net Interventions in response to High Food Prices","2013-05-20","start-actual","2014-05-31","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2013","2014","411355.0","411355.0"
"SL/001713","1","Sustainable Improvement of Food Security in North Bombali district","2013-07-05","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2013","2014","303884.0","303884.0"
"SL/001714","1","Sustainable Health Actions through people`s Empowerment (SHAPE)","2013-03-25","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","372393.0","372393.0"
"SL/001715","1","Community Initiatives to support effective free health care, HIV/AIDS, water and sanitation in Koinadugu District","2013-01-15","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Implementation","2013","2014","281661.0","281661.0"
